previous_operator_utterance,current_utterance
オペレーター: 特徴マイルドでコクのあるスープは、スープカレー初心者でも食べやすいものとなっております。,カスタマー: ほー。
オペレーター: うんうん。,カスタマー: こちら、マングローブ、マングローブパーク施設っていうのが近くにあって。
オペレーター: じゃあ、こちらも興味ありますか？,カスタマー: あります。
オペレーター: へー。,カスタマー: で、えーと、じょうし、えーと、上質の鹿児島黒豚が味わえるお店で、<>秘伝のスープで食べる黒豚しゃぶしゃぶが4320円から、とこちら、しゃぶしゃぶのランチもあるみたいです。あとお昼はとんかつ、お昼のみなのかな、お昼はとんかつランチが1000円から<>。
オペレーター: す、あー、古い大木ですか、それはぜひ見たいなと思ってますね。,カスタマー: 木ですね。
オペレーター: それは良かったですー。,カスタマー: 一応、こちら、そうですね、えーと、閉店日とかもなくて、無休でいつでも入れるような感じになっているみたいなのでー
オペレーター: 鯛きち、はい。ええ、はい。,カスタマー: であとですね、あともう一軒ですね、今申し上げました、玉澤総本店、晴れの菓店のほうに行かれるということで。
オペレーター: フフフフ、楽しそう。それ、なんか乗りたいと思ってたんですけど。大阪にあるの知らなかったです。,カスタマー: ええ。
オペレーター: あったりしますかね？お土産屋さん。,カスタマー: あ、はい。ただ今、お調べいたします。少々お待ちください。
オペレーター: ま、定食のほうがいいかなー、なんかちょっと気が変わったときに、うーん。,カスタマー: なるほどー、ええー、あ、そうですよね。
オペレーター: いかがですかね。,カスタマー: それ、楽しそうですね。んー。
オペレーター: あ、はい。えーと、京都周辺を、えっとー冬の季節に、えーと恋人と2人で行きたいなというふうに思っています。,カスタマー: はい。はい。はい。かしこまりました。
オペレーター: ですので、ま、なるべく余裕をもって行動していただければ、えーと、問題ないかと思います。,カスタマー: はーい。
オペレーター: そのあとに、えー、高松城を見学なさって,カスタマー: はい。
オペレーター: 飲みますー。,カスタマー: うんー。
オペレーター: で、こちらあの申し上げました通りビュッフェスタイルとなっておりますし。,カスタマー: あとケーキなどもございますので、もしかするとあの奥様甘いものお好きですと、こちら喜んでいただけるかなと思いました。
オペレーター: はい、お願いします。,カスタマー: はい。あと、ただ、あのー、海を眺めるというか、あの、散策といったところではですね。
オペレーター: そうですね、自然か、あとは。,カスタマー: ええ、ええ。
オペレーター: そうですね、ちょっと九州が行ったことが無くて、ちょっと今度卒業旅行みたいな感じで行きたいなって思っているので、ちょっとどういった所が良いかなっていうのをお聞きしたいです。,カスタマー: はい、はい、えぇえぇ、はい、はい、はい、あっかしこまりました。はい、お客様卒業旅行となりますと、あのー春頃に行かれるんですかね？
オペレーター: そっちー、200種っていうのは結構すごいなって思って、はい。,カスタマー: そうですね、ちょっと、ほとんど見れるぐらいの感じですもんね。
オペレーター: やっぱり和歌山も地酒のなんか蔵って結構いくつかあるんですかね？,カスタマー: そうですね、お調べしましょうかね。出てくるといいんですけども。
オペレーター: で、えっと最後に、先程最後にご案内したひげのうしさんが、えーっと。,カスタマー: ひげの、はい、ひげのうし。
オペレーター: はい。はい。,カスタマー: これも無料で貸し出されますので。
オペレーター: ふんふんふんふん。,カスタマー: あ、わかりました。
オペレーター: 昆虫館、あ、昆虫ーあのー、き、嫌いではないけども、行ってみたいよね。,カスタマー: お好きですか？
オペレーター: いえいえいえ。,カスタマー: えっと、スエヒロを最後に行っておしまいということでよろしくお願いいたします。
オペレーター: えー、はい。,カスタマー: はい。
オペレーター: あのー、三嶋大明神を祀ると書いてありますね。,カスタマー: うんうん。
オペレーター: そうなんですね、はい。,カスタマー: <>、あ、もしかして、卓球とか、そういうのじゃないよね。
オペレーター: え？,カスタマー: お寺とか、あとはあの、お花見ができそうなところもあるんですけれども。
オペレーター: へー。,カスタマー: はい。こちらもあのよろしければはいオススメしたいんですけれどもいかがですか？
オペレーター: それが、載ってなくてですね、た、写真もちょっと載ってないので。,カスタマー: 載ってなくて、ふーん。
オペレーター: あのー、そうですね、サービスエリアとか。,カスタマー: はい。
オペレーター: <>ますかね。,カスタマー: はい、そこが一番、いいですね。
オペレーター: あとは、お土産とかはいかがで…すか？<>ますか？,カスタマー: 土産ね。
オペレーター: ありがとうございました。,カスタマー: はい、ありがとうございます。
オペレーター: うんー。,カスタマー: うんうんうん。
オペレーター: ん－。,カスタマー: はい。
オペレーター: うん。,カスタマー: で、お休みもないのでー。
オペレーター: で、えー、推定樹齢が約3000年。,カスタマー: うん。
オペレーター: うんうんうん、へー。,カスタマー: はーい。はい。えーと、すいません。そうしますと、ちょっと内容をまとめさせていただきますと。
オペレーター: えーと、会社の職場と、あと親戚に持って帰るお土産を選びたいので。,カスタマー: ええ。ええ。ええ。ええ、ええ。ええ。
オペレーター: はーい。あと、お客様の方で何か見てみたいですとか、か、買いたいものですとか、ご要望はございますか？,カスタマー: うんうん。
オペレーター: はい。,カスタマー: 例えばなんですけれども、ショッピングセンターみたいなところがよろしいですかね？
オペレーター: 一応こちら候補の一つとしてメモだけと、取らせてもらいます,カスタマー: はい
オペレーター: そうですね、例えばなんですけど、味噌ラーメンの、よし乃さんというお店がございまして。,カスタマー: はい。
オペレーター: はい。,カスタマー: 陶芸で調べるか。
オペレーター: うん。,カスタマー: こちらですかね？
オペレーター: うん。,カスタマー: うんうん。
オペレーター: 両親もせっかくいるので、ちょっと、なんか、豪華な…豪華なっていうのあれですけど、ものが食べたいかなと思うんですけどー。,カスタマー: はい。
オペレーター: ええ。,カスタマー: はい。で、こ…。
オペレーター: あっ。,カスタマー: ええ、お客様聞いたことはございますでしょうか。
オペレーター: はい、こちらもそうですね、夕方5時からの営業となっておりますね。,カスタマー: うーん。
オペレーター: うーん。うん。,カスタマー: で、こちらがですね、あのー、札幌でも有数の展望スポットとなっておりまして、あのー、中で、おみ、お土産がたくさん売ってるんですね。
オペレーター: うん、うん。,カスタマー: ま、海を、見るとなると、けっこういろんなしゅ、えと、種類というか、あると思うんですね。
オペレーター: はい、はい、はい、はい、ただいまお調べいたしまーす。,カスタマー: はい、そうですね、はい、少々お待ちくださいすいません。
オペレーター: はい。,カスタマー: 何かこう、函館でいい、お勧めのスポットとかありますか。
オペレーター: 例えばなんですけれども、あのー、ゾウさんですとか、あと、あのー。,カスタマー: はい。
オペレーター: えーっとですね、ま、何個かあるんですけど。,カスタマー: はい。
オペレーター: ま、さ、え？まあ、し？4月だと、もう雪が、まあ、ね、あっちのほうは溶けて、降ってないから、スキーは多分無理、な、無いの…。,カスタマー: はーい。
オペレーター: はい、お土産に買われても宜しいかなと思います。,カスタマー: はい。
オペレーター: あのー富山の郷土料理お調べして、出てきたのが。,カスタマー: えー地元名物の白エビメニュー。
オペレーター: そうですね。うん。,カスタマー: あのー、子どもが遊べるような所っていう。
オペレーター: はい、<>お待たせいたしております、えーと、ちょっと食べ歩きとは外れるかもしれないんですけど、例えば、えーと、さ、えーと、おおしょ、北海道名物のなんかスープカレーとかのお店もいくつかあるんですが、スープカレーとかってご興味おありですか？,カスタマー: はい、はい、へー。
オペレーター: はっ。,カスタマー: こちらは、えーっと、波上宮の南隣に立つ、沖縄に現存する、え、最古の寺となっております。
オペレーター: かしこまりました。ではですね、例えば卓袱料理というのをご存知でしょうか。,カスタマー: やー分からないです。
オペレーター: 北海道産のまぁ、素材を使用したジンギスカン鍋とか。,カスタマー: ふーん、鍋？あーほうほうほう。
オペレーター: ううーんー。,カスタマー: ま、例えば、まあ、行った先で、やっぱお肉の気分じゃなかったな、っていうのも、全然変えられるので。
オペレーター: 能登半島の方で、あのーお調べして。,カスタマー: えっと。
オペレーター: あとエステとかもあ<>,カスタマー: 見て楽しめる…
オペレーター: はい。,カスタマー: 例えば何が見たいですとか、あのー、何かを食べたいですとか。
オペレーター: あのー、お店屋さんがたくさんございますので、はい。,カスタマー: はい。
オペレーター: はい。,カスタマー: こちらがですね、あのー、8時、朝の8時半から夜の8時まで、はい、あの、長い時間営業しておりますので、はい。
オペレーター: 北海道ですね。,カスタマー: ちなみに時期はいつごろでしょう？
オペレーター: 観光をしに行きたいと思ってます。,カスタマー: はい。
オペレーター: だと思うんですけど。,カスタマー: はい。
オペレーター: 東京の新大久保に、お店がある、みたいで、ちょっとそれに次ぐ二店目ていうふうには書かれているんですけれども。,カスタマー: あー。
オペレーター: ああ。,カスタマー: うん。
オペレーター: こちらちょっとご案内したいと思うんですけれども、はい。こちらがですね、えーと。,カスタマー: はい。
オペレーター: うーんと、そしたら、ちょっとお待ちください。,カスタマー: はいはい。
オペレーター: それよりもまあ和食のお店だったらですね、また今度、ふぐとか。,カスタマー: ええ、ええ、ちょっと懐石っぽいお店になるので。
オペレーター: 京都ですね。少々お待ちください。,カスタマー: はい。
オペレーター: あー。,カスタマー: <>ちょっとしらけちゃうかな、うーん。
オペレーター: あ、テーマパーク、あ、江戸村みたいな…やつですかね？,カスタマー: ええ。
オペレーター: はい。,カスタマー: はい。こちらがですね、えーと、札幌市内にございましてー。
オペレーター: お、ほー。,カスタマー: で、こちらーも札幌市内ですが、先ほどのお店がささ、えーと、札幌駅周辺だったんですけど、こっちのお店の方はすすきの駅が最寄りみたいですね。
オペレーター: うんうん。,カスタマー: あの、ビリケンさんとかって、あの、お好きですか？
オペレーター: は。,カスタマー: はい、こちらが、約6万平方メートルの
オペレーター: どれも創業当時から変わらない、えー、地元向けの味付けの定番沖縄料理がメイン。,カスタマー: うん、うん。
オペレーター: はい。ですね。,カスタマー: スーパー銭湯ぽいのよりかはなんか、せっかくだから本格的な温泉の方がいいかな。はい。そうですね。そうですね。はい。
オペレーター: あー、やっぱ有名なんですね、干物、そちらで、うんうん。,カスタマー: そうですね、あのー、有名のようですねこちらでは。
オペレーター: ええ、ええ。,カスタマー: はい。
オペレーター: そうしましたら、じゃ、ビーチをちょっと、探しましょうか。,カスタマー: はい。
オペレーター: んー。,カスタマー: うん。の和風アップルパイとい、い、と言ったですねあのお菓子もあるお店屋さんがございまして、はい。こちらもあの宜しいかと思うんですけれども、はい。
オペレーター: はい。あ、はい。あ、いいですね。,カスタマー: はい。ええ、ええ。はい。
オペレーター: あー。,カスタマー: 終わってしまうのが三十分前、十九時三十分なのでお気をつけてください。
オペレーター: あっはい。,カスタマー: はい、その次にかまぼこ博物館お昼頃行って、お召し上がりになると
オペレーター: こちらが、えーと、まあ札幌駅に直結した、えーと、駅ビルの地下にある<>北海道を代表するお菓子屋さんで、えーと、大泉洋主演の映画で登場した、えー、北海道開拓おかきというものが有名みたいですね。,カスタマー: はい。
オペレーター: それちょっとお値段の記載がないんですけど、一応紹介しましょうか？,カスタマー: はい。
オペレーター: ええ。,カスタマー: あのー、歩きながら選んで、見ながら歩けるって<>。
オペレーター: そうですね、ほ、他にですね、例えばなんですけれども。,カスタマー: はい。
オペレーター: いや、そんなことはないです、あのそんな癒し溢れるという話なので、そこらへんの動物も一緒に入ってんのかなと思っただけなんですけど。,カスタマー: あーなるほど。
オペレーター: こちらの方もちょっと気になるんですけれどもー、どういった所～です、かねー。,カスタマー: 琉球ガラスが…、えっと…。ちょっとお待ちください、ああ、あった。
オペレーター: お客様、たくさんございます。,カスタマー: はい。あはは。
オペレーター: はい。で、こちらがですね、あのー、近くにはですね、あのー、国指定史跡の具志川城跡、具志川城跡がありまして。,カスタマー: うん。
オペレーター: そうですね。じゃあ、あの、この味噌ラーメンの、よし乃さんをお勧めいたしたいですね。,カスタマー: はい。
オペレーター: はい。,カスタマー: はい。
オペレーター: <>陶芸品の方が、あんまり見当たらないんで、もしかしたら、その今、えーと、鹿児島、桜島というエリアで検索<>、ちょっと離れたらあるかもしれないんですけど、一応検索してみます？,カスタマー: ええ、ええ。
オペレーター: うん、あの、もし、市内にもし、限らなくても、まー、ちょっと、乗り物、楽しみながら。,カスタマー: あ、そうですね。
オペレーター: はい。,カスタマー: やっぱりー、休みが入ってくると思うんですけれども。
オペレーター: あ、そうですね。よさそうな気がします。うん。,カスタマー: じゃあここをチェックしておきますか？
オペレーター: あ、はい。,カスタマー: えーと、で、<>と。
オペレーター: えこ…フフッ、たぶん、えこ、フフッ、越後湯沢の公民館。市の公民館かな。町の公民館でー、やってる絵画展です。,カスタマー: はい。
オペレーター: はい。あー。はい。あーそれはもうあのすごく競争率がなんか高そうですね。はい。,カスタマー: はい。はい。その時は予約がちょっと殺到するかもしれませんね。
オペレーター: 北見ハッカ記念館、まぁ、ハッカの―博物館とか、記念の<>、あま、今、こ、ちょっとお話ししたところでちょっと、あのー、出てきてるんですけれども。,カスタマー: あぁー。はい、はい。
オペレーター: ええ。あ、うんうんうん。,カスタマー: そうですよね。いま、あの、朝早くから開いているお店をですね、私のほうで確認をしております。
オペレーター: あ、お、フルーツ狩りの施設？,カスタマー: そうですね。
オペレーター: はい。はい。かしこまりました。じゃあこちらのお店もはい候補の一つとしておいておきます。,カスタマー: おねがいします。
オペレーター: はい、こちら場所は那覇なんですか？,カスタマー: これも那覇ですね。
オペレーター: はい。,カスタマー: あー。
オペレーター: はい。,カスタマー: そういうとこ<>ね。
オペレーター: なるほど。,カスタマー: お土産とかも買えるんですかね？そこで。
オペレーター: はい。,カスタマー: これでー、たこ焼きも食べてー、お好み焼きも食べちゃったんですけど、<>お土産とか、ちょっと見てあの腹ごなしはいかがですか？
オペレーター: はい。,カスタマー: 越後湯沢では、あの、どういったことをされたいですか？
オペレーター: あとはあのー、屋外のー、楽しむものになってしまう感じなのでー,カスタマー: はい。
オペレーター: はい。,カスタマー: ではですね、まずお客様が最初におっしゃられました、かまぼこの博物館
オペレーター: あ、いいですか、お願いします。,カスタマー: はい、かしこまりました。
オペレーター: はい。,カスタマー: えーとー、林檎をつ、すりつぶした、なんか、生地に、あの、チーズを乗せて焼いたオリジナルのアップルピザみたいのもあるそうです。
オペレーター: あの、昼食ですと、まー、1000円から3000円以内位で。,カスタマー: うん。
オペレーター: ゆうえん、ゆ、あのでかい、でかい<>、遊園地とか、まあ公園、でかい公園とか、あのー博物館。,カスタマー: はい、今確認します。
オペレーター: ええー。,カスタマー: ええー。
オペレーター: はー、はい。,カスタマー: ええー…、とたっとえばですね、なんか…、植物園とか庭園みたいなものってご興味、ございますかー？
オペレーター: はい。どうでしょうか、やはりあのーお子様もいらっしゃるので、ビーチでちょっとのんびりしてみるのがいいか。,カスタマー: あるいは自然のものを何か見てみるか、どちらかご希望等はございますか？
オペレーター: あーなるほど。,カスタマー: ちょっとキーワードで調べてみます。
オペレーター: はい、例えばなんですけれども、あの先ほど…申し上げました、あのせんべい汁？,カスタマー: あぁ。
オペレーター: はい。,カスタマー: はい。
オペレーター: うんうんうん。,カスタマー: あの、感じはしますので、もしよろしければー。
オペレーター: 一点はー、そのー,カスタマー: はい
オペレーター: はい。,カスタマー: はい。
オペレーター: はい。,カスタマー: うんうん。
オペレーター: あのー、普通のー、なんかオムライスって、あっ、とっ、なんか、あっ、えーとなんかー、トルコライスってー、一つ一つが、そんなに高級食材とかじゃないですよね。,カスタマー: ええ。
オペレーター: あ、そうですね、神社好きですねー。,カスタマー: ここはあの、白浜神社というところなんですけれども。
オペレーター: はい。,カスタマー: はい。
オペレーター: で、こちらが、あのー、知床観光船オーロラ、っていう名前なんですけども。,カスタマー: こちらが、ウトロ港を出港して知床岬で折り返す、全部で3時間45分の、あのー秘境知床岬航路っていうのが、先程のルートになります。
オペレーター: ありがとうございますー。,カスタマー: とんでもないです。
オペレーター: そうですね、伊豆のお土産って何が有名なんですかね？ふふ。,カスタマー: はい。あっはい。
オペレーター: はい,カスタマー: はい書かれてなくてー
オペレーター: はい。お土産に良さそう。,カスタマー: であと…うんうん、なかなかいいですよね。
オペレーター: せんべい汁が、えーと、ちょっと写真が載ってないんですけども、せんべい汁も、あき、えーと、青森の、あのー、郷土料理っていうことで出してるお店も別であるんですけど、どうだろう、お魚とかのほうがいいですかね？,カスタマー: ええー、まあ、そうですね、よ、ぱっと思いついたのがそうなだけで、でなければいけないっていうことでもないんですが。
オペレーター: うん、うーん、うんうん。,カスタマー: はい。あの、こういった場所もございます。
オペレーター: ちょっと待ってくださいね。えっと、あ、こちらですね、しまんちゅ。,カスタマー: こちらも本島南部なので、えっとそんなに遠くはないと思うんですけれども、えっと、すいません、こちらちょっと駐車場がないみたいなんですけれども。
オペレーター: はい。,カスタマー: 結構早く、早く閉まっちゃうんですね。
オペレーター: はーい。,カスタマー: ここが寒いからなのかなー?
オペレーター: ていうところが、えー、ま、その滝だけじゃなくて、その自然散策が楽しめる遊歩道。,カスタマー: うんうん。
オペレーター: はあー。,カスタマー: ああ、そうなんですか。
オペレーター: あるいはちょっとですね、科学的なんですけども、地球とか星に関する博物館,カスタマー: はい、あーうん。
オペレーター: んー。,カスタマー: うん、そういったおかしもはい売ってるところもございますね。
オペレーター: そうですね。,カスタマー: で、あれば、えーと、お一つ、ありまして、えー、食事処マタギ亭っていうお店なんですけども、こちら、えーと、まずですね、えー、マタギ飯っていう名物があるんですが、鶏肉、まいたけ、たけのこ、ごぼうなど、七種類の具をだし汁で炊き込んだもの、炊き込みご飯ですね。
オペレーター: ですのでご夫婦でお歩きになっても特にご負担がないかなと思いましてお薦めしております。,カスタマー: はい。
オペレーター: あ、はい、かしこまりました。例えばなんですけれども、あのー、和歌山県にですね、あ、有田川温泉がございまして。有田川ですね。,カスタマー: はい。
オペレーター: <>温泉スポット。,カスタマー: あ、はい、そうですね、ただ今ですね、えーと、調べましたところですね、えーと、例えばなんですけれども、道の駅しかべ間歇泉公園とございまして。
オペレーター: んー。,カスタマー: じゃあこちらって形でよろしいでしょうか？
オペレーター: そうしますと、あの、居酒屋のようなとこですと、夕方からしか開いておりませんので。,カスタマー: ええ。あ、うんうんうん。
オペレーター: うんうん。,カスタマー: そうですね、青森県ってなったら。
オペレーター: うーん。,カスタマー: <>そうですね、うーん。
オペレーター: ヘヘ。あと、似たようなところで巨峰園っていうのがあるんですけど、あの、巨峰園っていう。,カスタマー: もう、1回でいいかな、でも、フルーツは。ハハ。フルーツは行ってる。
オペレーター: え？なに？もっかい、すいま…。,カスタマー: 場所は、場所はどこだかわかりますか？
オペレーター: ええ。,カスタマー: ええ、ええー。
オペレーター: <>。,カスタマー: 一応、このお店はー、なんか和風だしが効いた優しい味わいと書かれてますので、まあ、そんなにこう激辛みたいな感じとかではないのかもしれないですね。
オペレーター: あのー、和食のほうがよろしいですか。,カスタマー: <>。んー。あ、そうですね。おすしがメインになるような感じ？
オペレーター: 他の。,カスタマー: えーっと、これは、あの、ちょっとプールみたいな形になっちゃうんですけ、あっ、季節的にはいかがですか。何月ぐらいが。
オペレーター: ああ。,カスタマー: ええ。あと、そうです…。
オペレーター: はい。こちら、あのー、その、地元の人が買うような、あの、食べ物ですとか、はい。,カスタマー: はい。うん。
オペレーター: 見ると、もう、きりがないんですけれども。うーん。,カスタマー: ま、同じ近くで、い、たくさんあります。あの、辛いのが苦手であれば、ちょっと今お勧めの店が出てきてるんですけれども。
オペレーター: うーん。,カスタマー: どっちがー…。
オペレーター: はい。あ、スイカもあるんですか。,カスタマー: スイカは出てないんですけど。
オペレーター: このトルコライスと、あとちゃんぽんだとどちらがお好きですか？,カスタマー: そうですね。好き、好きなのはもうちゃんぽんは結構食べたことあるので。
オペレーター: あー、面白い名前ですね、ハハハハ<>,カスタマー: 名前が面白いですよね、市太郎、市太郎という字がですね
オペレーター: よろしいでしょうか？,カスタマー: はい。
オペレーター: 和風で行きたいんですけどありますか？,カスタマー: ええ。かしこまりました。
オペレーター: うん。,カスタマー: うん。あのー、人工の島で、あのー。
オペレーター: はい。あとお客様の方で何か、例えば温泉ですとか何かそういったところでご興味はございますか？,カスタマー: そうですね、有名な温泉あれば、ぜひ入りたいです。
オペレーター: うんうん。,カスタマー: え、こちら、いかがでしょうか。
オペレーター: そうですね、んん、そうですね、ちょっとまぁ周遊プランが,カスタマー: はい出てこないので、まぁちょっと、そこはざん
オペレーター: ではー、お客様、どうでしょう。あの、さっきの出津教会の方が良いですよね。,カスタマー: あ。
オペレーター: はい、へー。,カスタマー: で、少量ながら質の高いワインが生み出されるって書いてあるんで、まほんとに結構希少価値のあるっていうか、うん。
オペレーター: はい、大丈夫です。,カスタマー: かしこまりました。それでは本日は観光案内をご利用いただきましてありがとうございました。
オペレーター: そうーですねなんか、うーん。なんかー、もしービール工場みたいな見学出来てー、そこでー、なんか…、限定のビールなんて買えたらー、良いなーなんて思って<>、ねー。,カスタマー: っていうのもまあ、はい…。
オペレーター: はい、えーと、こちらが、えー、札幌、もいわ山ロープウェイという、場所ですね。,カスタマー: えーっと、こちら、藻岩山という山が、これは、えーとですね、このへんにあるのかな、少々お待ちくださいね。
オペレーター: フルーツ狩り。はい。,カスタマー: はい。で、あのー、佐藤錦っていう、あの、品種が。うんうん。
オペレーター: ふーん。,カスタマー: ジャンボスライダーとか。あー。はい。
オペレーター: ご両親様が一緒ですんで、はい。,カスタマー: そうですね、うーん。
オペレーター: そうだなー、じゃあ3ついただいたんですね、なるほどなるほど。,カスタマー: そうですね、ちょうどまぁ、うん。
オペレーター: 海岸とか見て歩くのはいかがですか？,カスタマー: あ、海岸いいですね。
オペレーター: あー。,カスタマー: あー、ちょっときついかなー。
オペレーター: こちらがですね、えーとですね。あ、すごいですね、慶応2年…。,カスタマー: うん。フフフフ。慶応だと幕末か、フフ。
オペレーター: うん。,カスタマー: あー、足寄か。足寄ですね。足寄。
オペレーター: あ、かしこまりました。はい、少々お待ちください。,カスタマー: ええ、ええ。
オペレーター: あ、あ、それ、がいいかな、ふふっ。,カスタマー: なんか…なんか奇岩とかが、連なって<>はい。
オペレーター: あっ。,カスタマー: あ、いい、いいね、それね。
オペレーター: ぜ、ぜひ、あの、立ち寄っていただける、ると、あのー、楽しいかと思うんですけれども。,カスタマー: おー、お昼ぐらいからやってるんですかね？
オペレーター: この辺の。キカク巨峰園、いかがですか。プールとかがお子さま、いかがですか。,カスタマー: あ、はい。プール、そうですね。プール、多分入りたいと思うので。
オペレーター: 21時までやってるんですよね。,カスタマー: そーですね。
オペレーター: はい。かしこまりました。それでは少々お待ちいただけますか。,カスタマー: はい。
オペレーター: あっ聞いたことあります、はい,カスタマー: あの、北海道の郷土ろ、料理のえっとお店なんですけど、
オペレーター: ふーん。,カスタマー: あのー…、沖縄の、代表的な工芸品…、に、なってるんですけど、その琉球ガラスっていうのが。
オペレーター: はい。完璧なコースですね。フフフフ。,カスタマー: アハハ。すごい、楽しそうですね。
オペレーター: あとはー、えーと、一応、えー、ロープウェイに乗ってー,カスタマー: はい。
オペレーター: はい。,カスタマー: えーとですね、こちらがえっと、サンライズ通りから少し横に入った所にあるお食事処、となってて、えーと、沖縄の家庭料理が味わえる、お店となっておりますー。
オペレーター: うーん、特にないですね。はい。<>,カスタマー: ええ、かしこまりました。
オペレーター: はい、お願いしまーす。,カスタマー: はい。
オペレーター: えーと。,カスタマー: 初夏ですよね。初夏だから。
オペレーター: ふーん、なるほど。,カスタマー: はい。こういったところもございますね。
オペレーター: すいません。,カスタマー: はい、本日はありがとうございました。
オペレーター: あるいは、あのこれ典型的かもしれないんですけれども、オランダ村でございますね。,カスタマー: 長崎オランダ村。そういったものもございますし、あるいは水族館系。
オペレーター: はい。そうしますとですね、例えばなんですけれども、札幌かに本家札幌駅前店さんがございまして。,カスタマー: はい。
オペレーター: うんー、ジンギスカンで、出てきませんねー。,カスタマー: なんですか、北海道、北海道料理って感じですかね？
オペレーター: それ、どれ、どれぐらいの、なが、長さなんですか？ご飯が食べれるって感じなんですか？,カスタマー: あ、え…。
オペレーター: はい。,カスタマー: はーい。
オペレーター: ええー。,カスタマー: ええ。
オペレーター: こんにちは。,カスタマー: 本日はご利用いただきましてありがとうございます。
オペレーター: はい、はい。,カスタマー: で、春が、あの新緑が美しいと書かれております。
オペレーター: ええ。,カスタマー: ええ、ええ。
オペレーター: へー。,カスタマー: ええ。という公園がございまして。
オペレーター: お客様こちら春にご旅行なさると、とてもあのお楽しみ頂けるんじゃないのかなと思いまして。,カスタマー: あ、そうなの、ええ、ええー。
オペレーター: まあこちらが…、<>、えーとー、五か、月間当時、五か月間かけて掘った地下壕が当時のまま残されていて。,カスタマー: はい。
オペレーター: う、うーん。どうーしましょうかねー、そのー…。,カスタマー: うーん、ま、まあ、あのー…、し…いー…、沖縄をよく知ってる人に聞くとー、その、魚はー、あんまりー、美味しくないって言うんで。
オペレーター: はいはいはい。,カスタマー: 見える戎橋から。
オペレーター: あ、はい、承知しましたではここもお立ち寄りという事で、スイーツのお店一点入れておきますね。,カスタマー: はい、ありがとうございます。
オペレーター: 観覧車があるんですけれども。,カスタマー: ふーん。
オペレーター: はい。公園がございまして、こちらがですね、あの、湯の川温泉という函館市内に温泉が、ご、あります。はい。,カスタマー: で、そちらの近くに、あのー、石川啄木の、あの、銅像がございまして、あのー、入園無料となっておりまして、あの、観光することはできます。はい。
オペレーター: 和菓子とか。それ、工場なの？,カスタマー: はい。あと、おみ、お土産も揃ってます。
オペレーター: いえいえいえ。,カスタマー: までは、あー。
オペレーター: そうですねー、その近くで、あのーなんでしょうか、うーん、横浜だったらなにがいいのかなー。,カスタマー: はい。
オペレーター: はい。,カスタマー: はい、ありがとうございます。では、えー、本日は宮城県の方面へのご旅行、冬に一名様ということで承ります。
オペレーター: すいません、はい。,カスタマー: いえいえ
オペレーター: ていうのが名物の。,カスタマー: 場所があるんです。
オペレーター: ふーん。,カスタマー: なんか、あの、南国土佐の名物とかがたくさん置い、そろえてあるカフェとか。
オペレーター: はい。,カスタマー: あ、お客さま、すいません。ただ今ですね、あのー、お調べしましたところ。
オペレーター: はい。,カスタマー: あ！はい、お客様、えーとですね、あのー。
オペレーター: 結構、一時間くらい居れそうな場所なんですか？,カスタマー: そうですね、えーと、こちらの滞在時間がだいたい30分から60分くらいってなってますんで、もしあの、ゆっくり見たいっていう方であれば、一時間はいれるんじゃないかなと思います。
オペレーター: はい,カスタマー: 何て言うのかな首にこう
オペレーター: はい。そうしました、らですねあのこちらの場所を、がですねあの静岡市にございまして。,カスタマー: うんうん。
オペレーター: あ、じゃあ、ご友人から、えー、お勧めされてみたいな。,カスタマー: んー、自分も。
オペレーター: ふーん。おお。,カスタマー: で、あの、基本的には。
オペレーター: あー、ちょっと俺免許持ってないんでー。,カスタマー: あ、あの、観光のタクシーみたいのがあると思うんですけど、こういう<>。
オペレーター: その自然、沖縄らしさを感じられる場所で食べたいなと思っていますが、何かありますでしょうか。,カスタマー: ええ。ええ。ええ、ええ。ええ。
オペレーター: ふーん。,カスタマー: 閉店日は水曜日なのでご注意ください。
オペレーター: はい。はい。楽しみ。,カスタマー: ええ、ええ、ええ、ええ。なかなかよろしいかと思います。
オペレーター: で、最後に、長崎歴史文化博物館。という流れでよろしいでしょうか。,カスタマー: はい。
オペレーター: はい、あ、なるほどなるほど、そうですね。,カスタマー: えーと、あ、これかな、えーと、黒豚料理あぢもりですね。
オペレーター: 約40分間の周遊が楽しめるそうです。,カスタマー: へー。
オペレーター: そうですね、はい。,カスタマー: はい。
オペレーター: はい。,カスタマー: はい。では何名様でご旅行なさいますか？
オペレーター: ええ、ええ。,カスタマー: うんうん。
オペレーター: ええ。で、こちらにですねー、えー、細い通りなんだけどって書いてますけど、細い通りですか？,カスタマー: はい。
オペレーター: はいはい。,カスタマー: ほー。
オペレーター: うーん。,カスタマー: で、あれば、えー、こちらをおすすめかな、あとビジエ料理ってご興味あります？
オペレーター: えーえー。,カスタマー: えーえー。
オペレーター: はい,カスタマー: あのー
オペレーター: はい、その辺もご心配なく、ご利用いただけるかと思います。,カスタマー: はい。
オペレーター: あの、沖縄美ら海水族館ですね。はい。,カスタマー: はい。
オペレーター: ちょっと質問させていただきました。,カスタマー: 気になりますよね、はい。
